"Case Number","Severity","Opened Date","Case Owner"
"212940","Sev-2: High","6/16/2017","Miriam Rios"
"212944","Sev-2: High","6/16/2017","Miriam Rios"
"212951","Sev-2: High","6/16/2017","Miriam Rios"
"213006","Sev-2: High","6/19/2017","Miriam Rios"
"213022","Sev-2: High","6/19/2017","Miriam Rios"
"213056","Sev-2: High","6/19/2017","Miriam Rios"
"213057","Sev-2: High","6/19/2017","Miriam Rios"
"213067","Sev-2: High","6/20/2017","Miriam Rios"
"213068","Sev-2: High","6/20/2017","Miriam Rios"
"213076","Sev-2: High","6/20/2017","Miriam Rios"
"213080","Sev-2: High","6/20/2017","Miriam Rios"
"213092","Sev-2: High","6/20/2017","Miriam Rios"
"213104","Sev-2: High","6/20/2017","Miriam Rios"
"213112","Sev-2: High","6/20/2017","Miriam Rios"
"213122","Sev-2: High","6/20/2017","Miriam Rios"
"213124","Sev-2: High","6/20/2017","Miriam Rios"
"213126","Sev-2: High","6/20/2017","Miriam Rios"
"213128","Sev-2: High","6/20/2017","Miriam Rios"
"213138","Sev-1: Mission Critical","6/20/2017","Miriam Rios"
"213147","Sev-2: High","6/20/2017","Miriam Rios"
"213159","Sev-2: High","6/20/2017","Miriam Rios"
"213176","Sev-2: High","6/21/2017","Miriam Rios"
"213178","Sev-2: High","6/21/2017","Miriam Rios"
"213179","Sev-2: High","6/21/2017","Miriam Rios"
"213181","Sev-2: High","6/21/2017","Miriam Rios"
"213192","Sev-2: High","6/21/2017","Miriam Rios"
"213204","Sev-2: High","6/21/2017","Miriam Rios"
"213240","Sev-2: High","6/21/2017","Miriam Rios"
"213243","Sev-2: High","6/22/2017","Miriam Rios"
"213254","Sev-2: High","6/22/2017","Miriam Rios"
"213256","Sev-2: High","6/22/2017","Miriam Rios"
"213267","Sev-2: High","6/22/2017","Miriam Rios"
"213275","Sev-2: High","6/22/2017","Miriam Rios"
"213283","Sev-2: High","6/22/2017","Miriam Rios"
"213293","Sev-2: High","6/22/2017","Miriam Rios"
"213294","Sev-2: High","6/22/2017","Miriam Rios"
"213300","Sev-2: High","6/22/2017","Miriam Rios"
"213320","Sev-2: High","6/23/2017","Miriam Rios"
"213331","Sev-2: High","6/23/2017","Miriam Rios"
"213346","Sev-2: High","6/23/2017","Miriam Rios"
"213348","Sev-2: High","6/23/2017","Miriam Rios"
"213355","Sev-2: High","6/23/2017","Miriam Rios"
"213374","Sev-2: High","6/23/2017","Miriam Rios"
"213388","Sev-2: High","6/25/2017","Miriam Rios"
"213391","Sev-2: High","6/25/2017","Miriam Rios"
"213393","Sev-2: High","6/26/2017","Miriam Rios"
"213403","Sev-2: High","6/26/2017","Miriam Rios"
"213404","Sev-2: High","6/26/2017","Miriam Rios"
"213407","Sev-2: High","6/26/2017","Miriam Rios"
"213424","Sev-2: High","6/26/2017","Miriam Rios"
"213425","Sev-2: High","6/26/2017","Miriam Rios"
"213439","Sev-2: High","6/26/2017","Miriam Rios"
"213444","Sev-2: High","6/26/2017","Miriam Rios"
"213448","Sev-2: High","6/26/2017","Miriam Rios"
"213450","Sev-2: High","6/26/2017","Miriam Rios"
"213454","Sev-2: High","6/26/2017","Miriam Rios"
"213464","Sev-2: High","6/26/2017","Miriam Rios"
"213482","Sev-2: High","6/27/2017","Miriam Rios"
"213493","Sev-2: High","6/27/2017","Miriam Rios"
"213503","Sev-2: High","6/27/2017","Miriam Rios"
"213504","Sev-2: High","6/27/2017","Miriam Rios"
"213515","Sev-2: High","6/27/2017","Miriam Rios"
"213516","Sev-2: High","6/27/2017","Miriam Rios"
"213528","Sev-2: High","6/27/2017","Miriam Rios"
"213534","Sev-2: High","6/27/2017","Miriam Rios"
"213537","Sev-2: High","6/27/2017","Miriam Rios"
"213549","Sev-2: High","6/27/2017","Miriam Rios"
"213555","Sev-1: Mission Critical","6/27/2017","Miriam Rios"
"213562","Sev-2: High","6/27/2017","Miriam Rios"
"213583","Sev-2: High","6/28/2017","Miriam Rios"
"213593","Sev-2: High","6/28/2017","Miriam Rios"
"213598","Sev-2: High","6/28/2017","Miriam Rios"
"213601","Sev-2: High","6/28/2017","Miriam Rios"
"213602","Sev-2: High","6/28/2017","Miriam Rios"
"213603","Sev-2: High","6/28/2017","Miriam Rios"
"213612","Sev-2: High","6/28/2017","Miriam Rios"
"213630","Sev-2: High","6/28/2017","Miriam Rios"
"213639","Sev-2: High","6/28/2017","Miriam Rios"
"213653","Sev-2: High","6/29/2017","Miriam Rios"
"213656","Sev-2: High","6/29/2017","Miriam Rios"
"213666","Sev-2: High","6/29/2017","Miriam Rios"
"213683","Sev-2: High","6/29/2017","Miriam Rios"
"213686","Sev-2: High","6/29/2017","Miriam Rios"
"213688","Sev-2: High","6/29/2017","Miriam Rios"
"213689","Sev-2: High","6/29/2017","Miriam Rios"
"213705","Sev-2: High","6/29/2017","Miriam Rios"
"213740","Sev-2: High","6/30/2017","Miriam Rios"
"213742","Sev-2: High","6/30/2017","Miriam Rios"
"213762","Sev-2: High","6/30/2017","Miriam Rios"
"213767","Sev-2: High","6/30/2017","Miriam Rios"
"213776","Sev-2: High","6/30/2017","Miriam Rios"
"213778","Sev-2: High","6/30/2017","Miriam Rios"
"213781","Sev-2: High","6/30/2017","Miriam Rios"
"213802","Sev-2: High","6/30/2017","Miriam Rios"
"212050","Sev-2: High","6/1/2017","Sean Yates"
"212073","Sev-2: High","6/1/2017","Sean Yates"
"212117","Sev-2: High","6/1/2017","Sean Yates"
"212204","Sev-2: High","6/5/2017","Sean Yates"
"212258","Sev-2: High","6/6/2017","Sean Yates"
"212271","Sev-2: High","6/6/2017","Sean Yates"
"212314","Sev-2: High","6/7/2017","Sean Yates"
"212321","Sev-1: Mission Critical","6/7/2017","Sean Yates"
"212462","Sev-2: High","6/8/2017","Sean Yates"
"212494","Sev-2: High","6/8/2017","Sean Yates"
"212498","Sev-2: High","6/9/2017","Sean Yates"
"212510","Sev-2: High","6/9/2017","Sean Yates"
"212533","Sev-2: High","6/9/2017","Sean Yates"
"212539","Sev-2: High","6/9/2017","Sean Yates"
"212540","Sev-2: High","6/9/2017","Sean Yates"
"212570","Sev-2: High","6/12/2017","Sean Yates"
"212579","Sev-2: High","6/12/2017","Sean Yates"
"212584","Sev-2: High","6/12/2017","Sean Yates"
"212611","Sev-2: High","6/12/2017","Sean Yates"
"212618","Sev-2: High","6/12/2017","Sean Yates"
"212674","Sev-2: High","6/13/2017","Sean Yates"
"212875","Sev-2: High","6/15/2017","Sean Yates"
"212921","Sev-1: Mission Critical","6/16/2017","Sean Yates"
"212926","Sev-2: High","6/16/2017","Sean Yates"
"212941","Sev-2: High","6/16/2017","Sean Yates"
"212943","Sev-2: High","6/16/2017","Sean Yates"
"212955","Sev-2: High","6/16/2017","Sean Yates"
"212973","Sev-2: High","6/16/2017","Sean Yates"
"212988","Sev-2: High","6/19/2017","Sean Yates"
"213005","Sev-1: Mission Critical","6/19/2017","Sean Yates"
"213028","Sev-2: High","6/19/2017","Sean Yates"
"213033","Sev-2: High","6/19/2017","Sean Yates"
"213052","Sev-2: High","6/19/2017","Sean Yates"
"213168","Sev-2: High","6/21/2017","Sean Yates"
"213210","Sev-2: High","6/21/2017","Sean Yates"
"213230","Sev-2: High","6/21/2017","Sean Yates"
"213260","Sev-2: High","6/22/2017","Sean Yates"
"213270","Sev-2: High","6/22/2017","Sean Yates"
"213334","Sev-2: High","6/23/2017","Sean Yates"
"213426","Sev-2: High","6/26/2017","Sean Yates"
"213432","Sev-2: High","6/26/2017","Sean Yates"
"213461","Sev-2: High","6/26/2017","Sean Yates"
"213546","Sev-2: High","6/27/2017","Sean Yates"
"213638","Sev-2: High","6/28/2017","Sean Yates"
"213732","Sev-2: High","6/29/2017","Sean Yates"
"213755","Sev-2: High","6/30/2017","Sean Yates"
"214430","Sev-3: Medium","7/14/2017","David Justice"
"213838","Sev-2: High","7/4/2017","Eric Thomas"
"213849","Sev-2: High","7/5/2017","Eric Thomas"
"213869","Sev-2: High","7/5/2017","Eric Thomas"
"213921","Sev-2: High","7/5/2017","Eric Thomas"
"213972","Sev-2: High","7/6/2017","Eric Thomas"
"213982","Sev-1: Mission Critical","7/6/2017","Eric Thomas"
"213986","Sev-2: High","7/6/2017","Eric Thomas"
"213995","Sev-2: High","7/6/2017","Eric Thomas"
"214031","Sev-2: High","7/7/2017","Eric Thomas"
"214044","Sev-2: High","7/7/2017","Eric Thomas"
"214108","Sev-2: High","7/10/2017","Eric Thomas"
"214113","Sev-2: High","7/10/2017","Eric Thomas"
"214172","Sev-1: Mission Critical","7/11/2017","Eric Thomas"
"214195","Sev-1: Mission Critical","7/11/2017","Eric Thomas"
"214223","Sev-1: Mission Critical","7/11/2017","Eric Thomas"
"214225","Sev-2: High","7/11/2017","Eric Thomas"
"214269","Sev-2: High","7/12/2017","Eric Thomas"
"214304","Sev-2: High","7/12/2017","Eric Thomas"
"214360","Sev-1: Mission Critical","7/13/2017","Eric Thomas"
"214368","Sev-2: High","7/13/2017","Eric Thomas"
"214370","Sev-2: High","7/13/2017","Eric Thomas"
"214373","Sev-1: Mission Critical","7/13/2017","Eric Thomas"
"214374","Sev-1: Mission Critical","7/13/2017","Eric Thomas"
"214391","Sev-2: High","7/13/2017","Eric Thomas"
"214406","Sev-1: Mission Critical","7/13/2017","Eric Thomas"
"214416","Sev-2: High","7/14/2017","Eric Thomas"
"214456","Sev-1: Mission Critical","7/14/2017","Eric Thomas"
"214463","Sev-2: High","7/14/2017","Eric Thomas"
"214484","Sev-2: High","7/15/2017","Eric Thomas"
"214502","Sev-2: High","7/17/2017","Eric Thomas"
"214565","Sev-2: High","7/17/2017","Eric Thomas"
"214573","Sev-2: High","7/18/2017","Eric Thomas"
"214619","Sev-2: High","7/18/2017","Eric Thomas"
"214633","Sev-1: Mission Critical","7/18/2017","Eric Thomas"
"214704","Sev-2: High","7/19/2017","Eric Thomas"
"214760","Sev-2: High","7/20/2017","Eric Thomas"
"214771","Sev-2: High","7/20/2017","Eric Thomas"
"215021","Sev-2: High","7/26/2017","Eric Thomas"
"215131","Sev-2: High","7/27/2017","Eric Thomas"
"215211","Sev-2: High","7/28/2017","Eric Thomas"
"213807","Sev-2: High","7/3/2017","Miriam Rios"
"213818","Sev-2: High","7/3/2017","Miriam Rios"
"213831","Sev-2: High","7/3/2017","Miriam Rios"
"213834","Sev-2: High","7/3/2017","Miriam Rios"
"213835","Sev-2: High","7/3/2017","Miriam Rios"
"213839","Sev-2: High","7/4/2017","Miriam Rios"
"213840","Sev-2: High","7/4/2017","Miriam Rios"
"213842","Sev-2: High","7/4/2017","Miriam Rios"
"213846","Sev-2: High","7/5/2017","Miriam Rios"
"213850","Sev-2: High","7/5/2017","Miriam Rios"
"213862","Sev-2: High","7/5/2017","Miriam Rios"
"213889","Sev-2: High","7/5/2017","Miriam Rios"
"213900","Sev-2: High","7/5/2017","Miriam Rios"
"213902","Sev-2: High","7/5/2017","Miriam Rios"
"213903","Sev-2: High","7/5/2017","Miriam Rios"
"213906","Sev-2: High","7/5/2017","Miriam Rios"
"213912","Sev-2: High","7/5/2017","Miriam Rios"
"213934","Sev-2: High","7/6/2017","Miriam Rios"
"213949","Sev-2: High","7/6/2017","Miriam Rios"
"213956","Sev-2: High","7/6/2017","Miriam Rios"
"213973","Sev-2: High","7/6/2017","Miriam Rios"
"213976","Sev-2: High","7/6/2017","Miriam Rios"
"214011","Sev-2: High","7/6/2017","Miriam Rios"
"214017","Sev-2: High","7/7/2017","Miriam Rios"
"214018","Sev-2: High","7/7/2017","Miriam Rios"
"214019","Sev-2: High","7/7/2017","Miriam Rios"
"214020","Sev-2: High","7/7/2017","Miriam Rios"
"214040","Sev-2: High","7/7/2017","Miriam Rios"
"214047","Sev-2: High","7/7/2017","Miriam Rios"
"214059","Sev-2: High","7/7/2017","Miriam Rios"
"214074","Sev-2: High","7/8/2017","Miriam Rios"
"214090","Sev-1: Mission Critical","7/10/2017","Miriam Rios"
"214093","Sev-2: High","7/10/2017","Miriam Rios"
"214102","Sev-2: High","7/10/2017","Miriam Rios"
"214116","Sev-2: High","7/10/2017","Miriam Rios"
"214118","Sev-2: High","7/10/2017","Miriam Rios"
"214124","Sev-2: High","7/10/2017","Miriam Rios"
"214130","Sev-2: High","7/10/2017","Miriam Rios"
"214142","Sev-2: High","7/10/2017","Miriam Rios"
"214147","Sev-2: High","7/10/2017","Miriam Rios"
"214150","Sev-2: High","7/10/2017","Miriam Rios"
"214190","Sev-2: High","7/11/2017","Miriam Rios"
"214202","Sev-2: High","7/11/2017","Miriam Rios"
"214218","Sev-2: High","7/11/2017","Miriam Rios"
"214220","Sev-2: High","7/11/2017","Miriam Rios"
"214241","Sev-2: High","7/12/2017","Miriam Rios"
"214247","Sev-2: High","7/12/2017","Miriam Rios"
"214249","Sev-2: High","7/12/2017","Miriam Rios"
"214251","Sev-2: High","7/12/2017","Miriam Rios"
"214266","Sev-2: High","7/12/2017","Miriam Rios"
"214267","Sev-2: High","7/12/2017","Miriam Rios"
"214279","Sev-2: High","7/12/2017","Miriam Rios"
"214306","Sev-2: High","7/12/2017","Miriam Rios"
"214408","Sev-2: High","7/13/2017","Miriam Rios"
"214469","Sev-2: High","7/14/2017","Miriam Rios"
"214492","Sev-2: High","7/17/2017","Miriam Rios"
"214493","Sev-2: High","7/17/2017","Miriam Rios"
"214507","Sev-2: High","7/17/2017","Miriam Rios"
"214535","Sev-2: High","7/17/2017","Miriam Rios"
"214551","Sev-2: High","7/17/2017","Miriam Rios"
"214615","Sev-2: High","7/18/2017","Miriam Rios"
"214617","Sev-2: High","7/18/2017","Miriam Rios"
"214626","Sev-2: High","7/18/2017","Miriam Rios"
"214644","Sev-2: High","7/19/2017","Miriam Rios"
"214725","Sev-2: High","7/20/2017","Miriam Rios"
"214786","Sev-2: High","7/21/2017","Miriam Rios"
"214829","Sev-2: High","7/24/2017","Miriam Rios"
"214831","Sev-2: High","7/24/2017","Miriam Rios"
"214834","Sev-2: High","7/24/2017","Miriam Rios"
"214859","Sev-2: High","7/24/2017","Miriam Rios"
"214863","Sev-2: High","7/24/2017","Miriam Rios"
"214897","Sev-2: High","7/25/2017","Miriam Rios"
"214993","Sev-2: High","7/26/2017","Miriam Rios"
"215008","Sev-2: High","7/26/2017","Miriam Rios"
"215097","Sev-2: High","7/27/2017","Miriam Rios"
"215113","Sev-2: High","7/27/2017","Miriam Rios"
"215153","Sev-2: High","7/27/2017","Miriam Rios"
"215180","Sev-2: High","7/28/2017","Miriam Rios"
"215184","Sev-2: High","7/28/2017","Miriam Rios"
"215244","Sev-2: High","7/31/2017","Miriam Rios"
"215249","Sev-2: High","7/31/2017","Miriam Rios"
"215282","Sev-2: High","7/31/2017","Miriam Rios"
"215305","Sev-1: Mission Critical","7/31/2017","Miriam Rios"
"215306","Sev-2: High","7/31/2017","Miriam Rios"
"213826","Sev-2: High","7/3/2017","Sean Yates"
"213888","Sev-2: High","7/5/2017","Sean Yates"
"213925","Sev-2: High","7/5/2017","Sean Yates"
"213951","Sev-2: High","7/6/2017","Sean Yates"
"213960","Sev-2: High","7/6/2017","Sean Yates"
"214158","Sev-2: High","7/10/2017","Sean Yates"
"214183","Sev-2: High","7/11/2017","Sean Yates"
"214214","Sev-2: High","7/11/2017","Sean Yates"
"214277","Sev-2: High","7/12/2017","Sean Yates"
"214286","Sev-2: High","7/12/2017","Sean Yates"
"214300","Sev-2: High","7/12/2017","Sean Yates"
"214305","Sev-2: High","7/12/2017","Sean Yates"
"214311","Sev-2: High","7/12/2017","Sean Yates"
"214318","Sev-2: High","7/12/2017","Sean Yates"
"214319","Sev-2: High","7/12/2017","Sean Yates"
"214344","Sev-2: High","7/12/2017","Sean Yates"
"214357","Sev-2: High","7/13/2017","Sean Yates"
"214363","Sev-2: High","7/13/2017","Sean Yates"
"214379","Sev-2: High","7/13/2017","Sean Yates"
"214405","Sev-2: High","7/13/2017","Sean Yates"
"214436","Sev-2: High","7/14/2017","Sean Yates"
"214451","Sev-2: High","7/14/2017","Sean Yates"
"214620","Sev-2: High","7/18/2017","Sean Yates"
"214670","Sev-2: High","7/19/2017","Sean Yates"
"214723","Sev-2: High","7/20/2017","Sean Yates"
"214727","Sev-2: High","7/20/2017","Sean Yates"
"214734","Sev-2: High","7/20/2017","Sean Yates"
"214758","Sev-2: High","7/20/2017","Sean Yates"
"214780","Sev-2: High","7/21/2017","Sean Yates"
"214782","Sev-1: Mission Critical","7/21/2017","Sean Yates"
"214797","Sev-2: High","7/21/2017","Sean Yates"
"214798","Sev-2: High","7/21/2017","Sean Yates"
"214814","Sev-2: High","7/21/2017","Sean Yates"
"215094","Sev-2: High","7/27/2017","Sean Yates"
"215194","Sev-2: High","7/28/2017","Sean Yates"
"215210","Sev-2: High","7/28/2017","Sean Yates"
"215237","Sev-2: High","7/31/2017","Sean Yates"
"215238","Sev-2: High","7/31/2017","Sean Yates"
"215251","Sev-2: High","7/31/2017","Sean Yates"
"215255","Sev-2: High","7/31/2017","Sean Yates"
"215267","Sev-2: High","7/31/2017","Sean Yates"
"215278","Sev-2: High","7/31/2017","Sean Yates"
"215284","Sev-2: High","7/31/2017","Sean Yates"
"215285","Sev-2: High","7/31/2017","Sean Yates"
"215293","Sev-2: High","7/31/2017","Sean Yates"
"216399","Sev-3: Medium","8/17/2017","David Justice"
"215345","Sev-2: High","8/1/2017","Eric Thomas"
"215403","Sev-2: High","8/2/2017","Eric Thomas"
"215532","Sev-1: Mission Critical","8/3/2017","Eric Thomas"
"215656","Sev-2: High","8/4/2017","Eric Thomas"
"215793","Sev-2: High","8/8/2017","Eric Thomas"
"216009","Sev-2: High","8/11/2017","Eric Thomas"
"216030","Sev-2: High","8/11/2017","Eric Thomas"
"216106","Sev-2: High","8/14/2017","Eric Thomas"
"216211","Sev-2: High","8/15/2017","Eric Thomas"
"216227","Sev-2: High","8/16/2017","Eric Thomas"
"216288","Sev-2: High","8/16/2017","Eric Thomas"
"216297","Sev-2: High","8/16/2017","Eric Thomas"
"216319","Sev-2: High","8/17/2017","Eric Thomas"
"216327","Sev-2: High","8/17/2017","Eric Thomas"
"216332","Sev-1: Mission Critical","8/17/2017","Eric Thomas"
"216333","Sev-1: Mission Critical","8/17/2017","Eric Thomas"
"216380","Sev-1: Mission Critical","8/17/2017","Eric Thomas"
"216469","Sev-2: High","8/18/2017","Eric Thomas"
"216500","Sev-2: High","8/18/2017","Eric Thomas"
"216506","Sev-2: High","8/18/2017","Eric Thomas"
"216517","Sev-2: High","8/19/2017","Eric Thomas"
"216636","Sev-1: Mission Critical","8/22/2017","Eric Thomas"
"216680","Sev-2: High","8/23/2017","Eric Thomas"
"216704","Sev-1: Mission Critical","8/23/2017","Eric Thomas"
"216742","Sev-2: High","8/23/2017","Eric Thomas"
"216819","Sev-2: High","8/24/2017","Eric Thomas"
"216884","Sev-2: High","8/25/2017","Eric Thomas"
"216885","Sev-1: Mission Critical","8/25/2017","Eric Thomas"
"216961","Sev-2: High","8/27/2017","Eric Thomas"
"217054","Sev-2: High","8/28/2017","Eric Thomas"
"217099","Sev-2: High","8/29/2017","Eric Thomas"
"217108","Sev-2: High","8/29/2017","Eric Thomas"
"217128","Sev-2: High","8/29/2017","Eric Thomas"
"217130","Sev-2: High","8/29/2017","Eric Thomas"
"217188","Sev-2: High","8/29/2017","Eric Thomas"
"217217","Sev-2: High","8/30/2017","Eric Thomas"
"217234","Sev-1: Mission Critical","8/30/2017","Eric Thomas"
"217235","Sev-2: High","8/30/2017","Eric Thomas"
"217253","Sev-2: High","8/30/2017","Eric Thomas"
"217266","Sev-1: Mission Critical","8/30/2017","Eric Thomas"
"217269","Sev-1: Mission Critical","8/30/2017","Eric Thomas"
"217281","Sev-2: High","8/30/2017","Eric Thomas"
"216463","Sev-2: High","8/18/2017","Eva Keyes"
"215342","Sev-2: High","8/1/2017","Miriam Rios"
"215358","Sev-2: High","8/1/2017","Miriam Rios"
"215369","Sev-2: High","8/1/2017","Miriam Rios"
"215595","Sev-2: High","8/4/2017","Miriam Rios"
"215609","Sev-2: High","8/4/2017","Miriam Rios"
"215614","Sev-2: High","8/4/2017","Miriam Rios"
"215710","Sev-2: High","8/7/2017","Miriam Rios"
"215739","Sev-2: High","8/7/2017","Miriam Rios"
"215745","Sev-2: High","8/7/2017","Miriam Rios"
"215748","Sev-2: High","8/8/2017","Miriam Rios"
"215753","Sev-2: High","8/8/2017","Miriam Rios"
"215757","Sev-2: High","8/8/2017","Miriam Rios"
"215758","Sev-2: High","8/8/2017","Miriam Rios"
"215762","Sev-2: High","8/8/2017","Miriam Rios"
"215783","Sev-2: High","8/8/2017","Miriam Rios"
"215834","Sev-2: High","8/9/2017","Miriam Rios"
"215843","Sev-2: High","8/9/2017","Miriam Rios"
"215912","Sev-2: High","8/10/2017","Miriam Rios"
"215915","Sev-1: Mission Critical","8/10/2017","Miriam Rios"
"215919","Sev-2: High","8/10/2017","Miriam Rios"
"215937","Sev-2: High","8/10/2017","Miriam Rios"
"216013","Sev-1: Mission Critical","8/11/2017","Miriam Rios"
"216016","Sev-2: High","8/11/2017","Miriam Rios"
"216026","Sev-2: High","8/11/2017","Miriam Rios"
"216077","Sev-2: High","8/14/2017","Miriam Rios"
"216091","Sev-2: High","8/14/2017","Miriam Rios"
"216096","Sev-2: High","8/14/2017","Miriam Rios"
"216098","Sev-2: High","8/14/2017","Miriam Rios"
"216102","Sev-1: Mission Critical","8/14/2017","Miriam Rios"
"216108","Sev-2: High","8/14/2017","Miriam Rios"
"216109","Sev-2: High","8/14/2017","Miriam Rios"
"216115","Sev-2: High","8/14/2017","Miriam Rios"
"216119","Sev-2: High","8/14/2017","Miriam Rios"
"216168","Sev-2: High","8/15/2017","Miriam Rios"
"216169","Sev-2: High","8/15/2017","Miriam Rios"
"216206","Sev-2: High","8/15/2017","Miriam Rios"
"216215","Sev-2: High","8/15/2017","Miriam Rios"
"216234","Sev-2: High","8/16/2017","Miriam Rios"
"216264","Sev-1: Mission Critical","8/16/2017","Miriam Rios"
"216265","Sev-2: High","8/16/2017","Miriam Rios"
"216278","Sev-2: High","8/16/2017","Miriam Rios"
"216287","Sev-2: High","8/16/2017","Miriam Rios"
"216296","Sev-2: High","8/16/2017","Miriam Rios"
"216350","Sev-2: High","8/17/2017","Miriam Rios"
"216379","Sev-2: High","8/17/2017","Miriam Rios"
"216411","Sev-2: High","8/18/2017","Miriam Rios"
"216433","Sev-2: High","8/18/2017","Miriam Rios"
"216453","Sev-2: High","8/18/2017","Miriam Rios"
"216468","Sev-2: High","8/18/2017","Miriam Rios"
"216480","Sev-2: High","8/18/2017","Miriam Rios"
"216490","Sev-2: High","8/18/2017","Miriam Rios"
"216503","Sev-2: High","8/18/2017","Miriam Rios"
"216525","Sev-2: High","8/21/2017","Miriam Rios"
"216540","Sev-1: Mission Critical","8/21/2017","Miriam Rios"
"216589","Sev-2: High","8/21/2017","Miriam Rios"
"216652","Sev-2: High","8/22/2017","Miriam Rios"
"216664","Sev-2: High","8/22/2017","Miriam Rios"
"216668","Sev-2: High","8/22/2017","Miriam Rios"
"216723","Sev-2: High","8/23/2017","Miriam Rios"
"216770","Sev-2: High","8/24/2017","Miriam Rios"
"216794","Sev-2: High","8/24/2017","Miriam Rios"
"216818","Sev-1: Mission Critical","8/24/2017","Miriam Rios"
"216839","Sev-2: High","8/24/2017","Miriam Rios"
"216938","Sev-2: High","8/26/2017","Miriam Rios"
"216975","Sev-2: High","8/28/2017","Miriam Rios"
"216976","Sev-2: High","8/28/2017","Miriam Rios"
"216991","Sev-2: High","8/28/2017","Miriam Rios"
"216995","Sev-2: High","8/28/2017","Miriam Rios"
"217002","Sev-2: High","8/28/2017","Miriam Rios"
"217018","Sev-2: High","8/28/2017","Miriam Rios"
"217079","Sev-2: High","8/28/2017","Miriam Rios"
"217276","Sev-2: High","8/30/2017","Miriam Rios"
"217306","Sev-2: High","8/31/2017","Miriam Rios"
"217329","Sev-2: High","8/31/2017","Miriam Rios"
"215355","Sev-2: High","8/1/2017","Sean Yates"
"215361","Sev-2: High","8/1/2017","Sean Yates"
"215488","Sev-2: High","8/2/2017","Sean Yates"
"215492","Sev-2: High","8/3/2017","Sean Yates"
"215512","Sev-2: High","8/3/2017","Sean Yates"
"215526","Sev-2: High","8/3/2017","Sean Yates"
"215571","Sev-2: High","8/4/2017","Sean Yates"
"215587","Sev-2: High","8/4/2017","Sean Yates"
"215588","Sev-2: High","8/4/2017","Sean Yates"
"215597","Sev-2: High","8/4/2017","Sean Yates"
"215643","Sev-2: High","8/4/2017","Sean Yates"
"215649","Sev-2: High","8/4/2017","Sean Yates"
"215652","Sev-2: High","8/4/2017","Sean Yates"
"215659","Sev-2: High","8/4/2017","Sean Yates"
"215704","Sev-2: High","8/7/2017","Sean Yates"
"215715","Sev-2: High","8/7/2017","Sean Yates"
"215722","Sev-2: High","8/7/2017","Sean Yates"
"215842","Sev-1: Mission Critical","8/9/2017","Sean Yates"
"215952","Sev-2: High","8/10/2017","Sean Yates"
"215963","Sev-2: High","8/10/2017","Sean Yates"
"215973","Sev-2: High","8/10/2017","Sean Yates"
"216005","Sev-2: High","8/11/2017","Sean Yates"
"216033","Sev-2: High","8/11/2017","Sean Yates"
"216035","Sev-2: High","8/11/2017","Sean Yates"
"216224","Sev-2: High","8/16/2017","Sean Yates"
"216365","Sev-1: Mission Critical","8/17/2017","Sean Yates"
"216747","Sev-2: High","8/23/2017","Sean Yates"
"216754","Sev-2: High","8/23/2017","Sean Yates"
"216790","Sev-2: High","8/24/2017","Sean Yates"
"216816","Sev-2: High","8/24/2017","Sean Yates"
"216854","Sev-2: High","8/25/2017","Sean Yates"
"216890","Sev-2: High","8/25/2017","Sean Yates"
"217066","Sev-2: High","8/28/2017","Sean Yates"
"217070","Sev-2: High","8/28/2017","Sean Yates"
"217091","Sev-2: High","8/28/2017","Sean Yates"
"217118","Sev-2: High","8/29/2017","Sean Yates"
"217169","Sev-2: High","8/29/2017","Sean Yates"
"217355","Sev-2: High","8/31/2017","Sean Yates"
"217363","Sev-2: High","9/1/2017","Eric Thomas"
"217384","Sev-2: High","9/1/2017","Eric Thomas"
"217608","Sev-2: High","9/6/2017","Eric Thomas"
"217751","Sev-2: High","9/8/2017","Eric Thomas"
"217878","Sev-2: High","9/11/2017","Eric Thomas"
"217931","Sev-1: Mission Critical","9/12/2017","Eric Thomas"
"217946","Sev-2: High","9/12/2017","Eric Thomas"
"218237","Sev-2: High","9/17/2017","Eric Thomas"
"218551","Sev-2: High","9/20/2017","Eric Thomas"
"218745","Sev-2: High","9/25/2017","Eric Thomas"
"218767","Sev-1: Mission Critical","9/25/2017","Eric Thomas"
"218867","Sev-2: High","9/26/2017","Eric Thomas"
"219129","Sev-2: High","9/29/2017","Eric Thomas"
"217422","Sev-2: High","9/1/2017","Miriam Rios"
"217459","Sev-2: High","9/4/2017","Miriam Rios"
"217460","Sev-2: High","9/4/2017","Miriam Rios"
"217498","Sev-2: High","9/5/2017","Miriam Rios"
"217546","Sev-2: High","9/5/2017","Miriam Rios"
"217550","Sev-2: High","9/5/2017","Miriam Rios"
"217552","Sev-2: High","9/6/2017","Miriam Rios"
"217563","Sev-2: High","9/6/2017","Miriam Rios"
"217567","Sev-2: High","9/6/2017","Miriam Rios"
"217586","Sev-2: High","9/6/2017","Miriam Rios"
"217587","Sev-2: High","9/6/2017","Miriam Rios"
"217589","Sev-2: High","9/6/2017","Miriam Rios"
"217605","Sev-2: High","9/6/2017","Miriam Rios"
"217625","Sev-2: High","9/7/2017","Miriam Rios"
"217630","Sev-2: High","9/7/2017","Miriam Rios"
"217753","Sev-2: High","9/8/2017","Miriam Rios"
"217754","Sev-2: High","9/8/2017","Miriam Rios"
"217764","Sev-2: High","9/8/2017","Miriam Rios"
